pred_loss,adv_loss
1.39738071,0.250486434
1.379988909,0.305077314
1.403994083,0.228410423
1.358128548,0.348638803
1.414589524,0.22608918
1.343405366,0.204668447
1.317365885,0.285513312
1.347102165,0.289930701
1.344773293,0.218490124
1.329934239,0.304249644
1.37673676,0.342620611
1.338802576,0.29447633
1.375138283,0.282618254
1.383728981,0.245849133
1.334252715,0.233351007
1.339601755,0.309639007
1.26527977,0.291459322
1.311632156,0.239859015
1.291159749,0.29539752
1.326864958,0.263761014
1.23304677,0.306308836
1.220344543,0.294574857
1.214432836,0.287321329
1.283714414,0.36997664
1.348956108,0.295162797
1.317060232,0.280924082
1.230318069,0.21332334
1.330253959,0.356219381
1.264796972,0.238592863
1.227963328,0.268148035
1.178237557,0.247907951
1.162481189,0.362693936
1.255797505,0.278241575
1.207666397,0.329267889
1.242830038,0.331893265
1.211917043,0.343653262
1.27959156,0.283765107
1.169043779,0.317970455
1.175478935,0.22736153
1.120580673,0.336856067
1.275336623,0.406339437
1.210159779,0.309015214
0.998188078,0.23138909
1.248256683,0.321109533
1.122865796,0.221480221
1.264512777,0.408387542
1.219605327,0.345378071
1.241983294,0.227116555
1.252997756,0.210488722
1.070459843,0.276364863
1.134392738,0.286463857
1.234015942,0.286150008
1.03976202,0.197500259
1.070797086,0.361564547
1.118544459,0.295165747
1.238959193,0.338636488
1.144407034,0.283909798
1.204505205,0.399829537
1.083919048,0.292363137
1.095422506,0.266916901
1.069792509,0.273099512
1.16576457,0.355237663
1.11753118,0.372647732
1.114590049,0.380428791
1.090694785,0.300374448
0.982465744,0.286704659
0.900446296,0.280136764
0.861986876,0.304447949
0.984626234,0.381481767
1.083211303,0.341212094
0.902039886,0.425726563
0.7687639,0.310872346
0.928888917,0.379843533
1.141898394,0.303699344
1.091420174,0.436331332
1.493955612,0.361591429
0.993029833,0.468651086
1.162502766,0.310199589
1.113024235,0.371840715
0.919645667,0.25065434
0.854658842,0.254906535
0.936830699,0.222581387
1.152978897,0.282393605
0.888407707,0.455823004
1.329884291,0.273987055
0.993112564,0.283753663
0.845780015,0.364399642
1.132493734,0.277515858
1.043221474,0.291313976
1.104184031,0.336259246
0.846741676,0.293134451
1.087241411,0.277480781
1.030737162,0.390119672
1.121985435,0.315373749
1.003457546,0.225464344
1.056476593,0.315505087
0.721886039,0.375685155
0.928912342,0.293343931
0.940487385,0.439536095
1.038588762,0.264735699
1.232149005,0.352624118
1.042882442,0.250988573
0.97842741,0.176036149
0.95809406,0.350226939
1.327534199,0.349953443
1.025067925,0.396877021
1.053377151,0.281276077
1.026098013,0.26257962
0.97910887,0.44164905
1.042312622,0.344260931
1.027238607,0.34317261
0.835049689,0.294692636
0.902638555,0.413846195
0.922307491,0.25680095
0.819779038,0.403983057
0.978622437,0.480983347
0.769115806,0.421148479
1.373048306,0.312889159
1.027653575,0.330426723
1.017035007,0.532526553
1.186013937,0.392097592
0.935305238,0.370495379
1.079319596,0.263396323
0.950193584,0.471749663
0.987469554,0.294946492
1.02752018,0.309063822
1.170844197,0.428911746
1.05272603,0.317962021
0.925196409,0.282565773
0.912791848,0.370758623
1.157866478,0.235804051
1.119379044,0.479182035
1.025428295,0.360004783
0.871154189,0.283908188
0.954800725,0.250709474
0.975676417,0.391676724
0.77355361,0.31587255
0.988724411,0.274237394
1.108332634,0.36179176
1.165367365,0.487670869
0.708147526,0.423798025
0.990303159,0.23423481
1.202729344,0.422222406
0.777331114,0.238466993
1.53848803,0.242090255
0.880727053,0.2579557
0.914691627,0.308193564
0.817217469,0.379517138
0.763891697,0.279045731
1.124523759,0.291805834
0.759007931,0.189363465
1.085443258,0.364578635
0.921931624,0.352002591
0.984925091,0.278873324
0.925355852,0.338140219
1.070764065,0.396348208
1.015973926,0.375941426
0.817078352,0.353025973
0.766524911,0.329379112
0.978393674,0.288099766
0.930462301,0.387120813
0.746647298,0.348436415
1.064169168,0.494693369
1.404645681,0.297399908
1.208618164,0.47919336
1.178819656,0.404874802
1.11928165,0.379821122
0.671571553,0.223553166
0.995666802,0.290633023
0.955821872,0.228570223
1.105518818,0.287443519
0.780911446,0.317914903
0.747790575,0.284735799
0.948154926,0.394001901
0.790449321,0.368562341
1.139300346,0.258553088
1.004857898,0.542680979
1.0072999,0.290647984
0.884959102,0.335472524
1.025595427,0.28215009
1.061691165,0.362055808
0.878976464,0.389202982
0.914047241,0.256520271
1.095099449,0.244674101
0.903991282,0.363329768
0.852130413,0.364038199
0.966908574,0.276563138
0.902571261,0.27825579
0.811921716,0.312245131
0.926335692,0.303245753
0.814242721,0.299077123
1.032356739,0.423965365
0.866436064,0.289632261
0.901280642,0.294292748
1.113351703,0.350372821
0.869871855,0.313263237
1.026809692,0.299820781
0.832728624,0.310859084
0.936921954,0.239729255
1.006021023,0.290906906
0.775491595,0.330465376
0.989476204,0.427434146
0.707286835,0.254023373
0.851196408,0.377086937
1.092776179,0.491834044
1.073977232,0.434956819
0.960175157,0.25451991
0.990105212,0.290946543
0.820219576,0.227630436
0.786208689,0.355862498
0.843198776,0.36563006
1.153229237,0.480973899
0.956285954,0.34978053
0.816605031,0.224722773
0.828022242,0.383422881
0.935582519,0.404432863
0.719775856,0.304040223
1.105076432,0.441760838
0.93494761,0.358700484
1.374832153,0.316601574
0.880695939,0.202287734
0.862770796,0.508162856
0.950069249,0.305489391
0.730920851,0.34930113
0.785287976,0.356372267
1.050767899,0.296481073
0.773267269,0.399337202
0.905442715,0.392955303
0.880151689,0.466177642
1.106205106,0.291501969
0.775879979,0.308650911
0.94418323,0.265960664
0.935829163,0.25996381
1.091017008,0.388359725
0.832431316,0.431652248
1.229164839,0.294194609
0.765017986,0.31032452
0.795589507,0.302516997
0.723095357,0.294187099
0.912247181,0.274116874
0.844444454,0.270045608
0.823518395,0.393155485
0.754590571,0.451687366
0.859868646,0.39691487
0.898064196,0.286764503
1.428867579,0.369797021
1.369982719,0.32111156
1.23859036,0.296737671
1.077524424,0.325293928
0.906953335,0.269632787
0.854286969,0.282512903
0.881787419,0.41865772
0.977838278,0.280430406
0.95090735,0.304318845
0.869722188,0.282665074
0.963752866,0.334544837
0.969225168,0.321470618
0.79884553,0.382685095
0.97131604,0.3800928
0.888440073,0.558068037
0.999474764,0.430939913
0.973123431,0.332146466
0.6046561,0.449765474
0.643384814,0.245692283
1.236329913,0.38122499
1.03532517,0.318834037
1.285906553,0.335792243
1.246706009,0.299546689
0.77001524,0.363526791
0.895788074,0.339809299
0.833640575,0.358006626
0.953117371,0.359240055
0.925980866,0.260541081
1.163879395,0.339282036
0.928137422,0.292076558
0.992031157,0.333479166
0.932573736,0.264155209
1.158436298,0.512186766
1.374275446,0.257916749
0.958506703,0.216674104
0.947310269,0.322820872
1.035759687,0.190451801
0.909391582,0.327306211
1.077544808,0.364533126
1.064550877,0.320699424
0.904931188,0.329650432
0.762356758,0.24097985
0.852942228,0.361556202
1.132889271,0.288709998
0.847611308,0.293083489
0.908180833,0.34133029
0.801733732,0.179733798
0.924265265,0.426423013
0.757665515,0.349306256
0.868352532,0.429632813
1.265341043,0.293277562
0.922728419,0.263417125
1.100377083,0.290272772
0.746798873,0.405712664
0.948999584,0.317701697
1.231861711,0.277649969
0.798428535,0.276287824
1.017190218,0.272067428
1.247915864,0.181854516
0.897817373,0.378846437
0.975023627,0.229685277
1.005713463,0.223550528
0.841123819,0.271298826
0.782035828,0.529510438
0.871613085,0.382398039
0.863550425,0.386982858
0.957758963,0.31355533
1.199644804,0.428934008
0.89716655,0.293137789
0.908526659,0.331937402
0.845046937,0.28890416
1.063690305,0.333496809
1.144541144,0.290639997
1.144163013,0.357889056
0.865620971,0.376186669
0.864022851,0.359394252
0.913811207,0.261924386
0.743960261,0.285818219
0.934678197,0.272718966
0.591480851,0.295562655
0.820114553,0.28654471
1.066329956,0.220808893
0.982867122,0.294267327
1.062484026,0.345445484
1.104695797,0.323846459
0.888429999,0.300764322
0.835467935,0.331031889
0.881539941,0.393822551
0.658760607,0.292418033
1.369429827,0.285725832
1.009361744,0.286980271
0.779021859,0.437321633
0.980667353,0.417753607
0.864127934,0.292447746
0.672947049,0.324532449
1.034613132,0.292759746
0.781698585,0.319483012
1.351514816,0.501250565
0.945663333,0.402451128
0.943998456,0.375427067
0.821668148,0.30761978
0.896166325,0.250084788
0.871374071,0.22459276
0.913271546,0.386481911
0.884941399,0.20261535
0.882318079,0.513237
0.902154922,0.407731295
0.51637876,0.272195071
1.354380846,0.319137812
1.062020779,0.358476788
0.820730627,0.394241571
0.7910133,0.31941241
0.886229038,0.276512265
0.857797742,0.250414878
0.947199106,0.335129082
0.811519623,0.396049947
1.175114155,0.379405677
0.770475566,0.467968732
0.778382003,0.418518782
0.846287072,0.332497537
0.889989674,0.294420421
0.724132657,0.29839462
0.944335401,0.225244775
0.919612825,0.424305409
0.777594626,0.386811405
0.585301399,0.385555357
0.909927785,0.353604913
0.708105564,0.400654167
1.173884511,0.357836366
0.854438901,0.301424682
0.835753798,0.360223472
0.764159977,0.234541953
0.799793482,0.237959325
1.083017349,0.30002743
0.699198782,0.382518172
1.196158767,0.292671055
0.99503386,0.3971017
1.01939249,0.292200953
1.357417583,0.326939076
0.960365534,0.26184094
0.865743577,0.352190405
0.693826556,0.277477831
0.861836672,0.288468361
0.98509872,0.28606683
0.810695648,0.328511745
0.948149979,0.34470129
0.992788374,0.540709913
0.799434662,0.412432581
0.966498375,0.30469346
0.664089799,0.31932047
0.680771053,0.324296683
0.863520503,0.439327955
0.843210757,0.394819528
0.952781141,0.417888582
1.143309593,0.405243576
0.79153651,0.300287753
1.358496189,0.34285748
1.043267846,0.39290899
1.001599789,0.323892832
0.982486427,0.326835066
0.790328622,0.344799072
0.944147468,0.412047476
0.637715638,0.285647154
0.736617148,0.330946535
1.187628269,0.273259282
0.82511431,0.515254557
1.014468908,0.304219753
0.78923595,0.370617449
0.994560778,0.330637336
0.898998141,0.342692733
0.830655932,0.293543249
1.119569659,0.393931985
0.970688224,0.451625288
0.962501228,0.328804255
0.94559437,0.248406187
0.849235237,0.397228897
0.889906526,0.272651136
1.143142939,0.358252823
0.769705534,0.238118693
0.907807887,0.425818771
1.113980532,0.266452253
0.963653445,0.281418622
0.974429905,0.253809512
0.820043087,0.296702087
0.881810844,0.302812964
0.713062525,0.235192239
0.989211917,0.33235538
1.069002271,0.309626102
0.755820811,0.283203751
0.880381703,0.372953147
1.03538394,0.208732039
0.758212328,0.257431298
0.94578433,0.273052722
0.742503285,0.206586689
0.70388782,0.58382225
1.01252532,0.475224167
0.848205447,0.313861459
0.948607564,0.209641084
1.149321198,0.351592571
1.235264421,0.271833062
0.734658957,0.233703077
0.704389989,0.33005777
0.779484868,0.255004406
1.020024896,0.336454391
0.874019623,0.284095109
1.030607462,0.274483681
0.765278876,0.556327522
0.933498979,0.366667897
1.06067431,0.265247881
0.781445205,0.296162546
0.891966879,0.251065224
0.701931655,0.33893761
0.89233315,0.323978007
0.853133917,0.248762384
0.88120997,0.324916571
0.868011296,0.294613689
0.80621171,0.424462527
1.002573013,0.327877641
1.20146656,0.378162414
0.569097996,0.329004288
0.63372308,0.302341551
1.257311702,0.332485199
0.882484138,0.318783581
0.853180885,0.469588697
0.967027307,0.367971838
0.864418268,0.415443689
0.898921013,0.275637269
0.933989763,0.23479642
0.776335359,0.381810308
1.014477491,0.246549711
0.924166262,0.380628139
0.839172363,0.325464249
0.953217089,0.38402617
1.228368044,0.299856484
0.884091675,0.515018582
0.970548868,0.278755605
0.949760318,0.261351377
0.733433247,0.314473867
1.145174384,0.329128802
1.086711884,0.23038289
0.874268293,0.244893685
0.960467219,0.325645387
0.960466981,0.382716119
0.877975941,0.341365725
0.97503835,0.464614362
0.70040679,0.333307236
0.733483315,0.315594226
0.979022861,0.232336491
1.073700428,0.291645646
0.665722668,0.325151652
1.086229324,0.306189418
0.677263141,0.351989746
0.865217566,0.3654899
0.785246313,0.362960279
0.795422912,0.312124699
0.846221328,0.336990684
1.312005639,0.382751495
0.819730282,0.23187685
0.928084373,0.413770318
1.02762723,0.323723078
1.08645308,0.586518586
1.056326509,0.21476604
0.97416997,0.31594187
0.847606897,0.351980627
1.026410341,0.351164311
0.746553421,0.343414068
0.848325312,0.210717484
1.080691338,0.401906729
